VP ==> VBZ VP|<ADVP-PP-PP> [6.90846286701E-5]
NP ==> DT NP|<NN-,-NNP-NNP-NN> [3.24685866424E-5]
NP|<NN--JJ-NN> ==> NN NP|<-JJ-NN> [1.0]
SINV ==> ADJP SINV|<VP-NP-.> [0.0050]
NP ==> NNP NP|<NNP-NN> [1.94811519855E-4]
VP ==> VBD VP|<SBAR-,-S> [2.0725388601E-4]
INTJ|<,-RB> ==> , RB [1.0]
NP|<RB-VBN-NN> ==> RB NP|<VBN-NN> [1.0]
NP ==> DT NP|<ADJP-JJ-NN> [5.51965972921E-4]
FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> FRAG FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP ==> NP NP|<NP-,-PP-S-.> [3.24685866424E-5]
NP ==> NP NP|<``-JJ-NNS> [3.24685866424E-5]
VP ==> VBZ VP|<RB-PP> [3.45423143351E-4]
NP|<ADJP-PP-SBAR> ==> ADJP NP|<PP-SBAR> [1.0]
NP|<VBN-ADJP-NN-NN> ==> VBN NP|<ADJP-NN-NN> [1.0]
PP ==> IN PP|<``-NP> [0.00128727740828]
PRN ==> : PRN|<PP-NP> [0.00334448160535]
VP ==> VBZ VP|<ADVP-NP-PP-,-SBAR> [6.90846286701E-5]
VP|<ADVP-SBAR> ==> ADVP SBAR [1.0]
FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-.> ==> FRAG FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-.> [1.0]
NP ==> PRP$ NP|<NP-CD-NN-NNS-NN> [3.24685866424E-5]
VP|<NP-NP-SBAR-SBAR> ==> NP VP|<NP-SBAR-SBAR> [1.0]
SINV|<,-''-VP-NP-PP-.> ==> , SINV|<''-VP-NP-PP-.> [1.0]
VP ==> VBP VP|<,-VBP-CC-VBP-NP> [6.90846286701E-5]
ADJP|<ADJP-CC-ADJP> ==> ADJP ADJP|<CC-ADJP> [1.0]
NP ==> NNS POS [6.81840319491E-4]
SQ ==> VBP SQ|<NP-RB-VP> [0.0294117647059]
SBARQ ==> WHNP S [0.0357142857143]
NP|<NNP-NNS-CC-JJ-NNS-NN> ==> NNP NP|<NNS-CC-JJ-NNS-NN> [1.0]
VP|<VB-NP-ADVP> ==> VB VP|<NP-ADVP> [1.0]
NP|<JJ-VBG-NNS> ==> JJ NP|<VBG-NNS> [1.0]
NP|<:-NP-:-NP-:-CC-NP> ==> : NP|<NP-:-NP-:-CC-NP> [1.0]
S|<,-S-.-''> ==> , S|<S-.-''> [1.0]
VP ==> VBN VP|<NP-ADVP-PP-PRN-SBAR> [6.90846286701E-5]
ADJP|<CC-NNS> ==> CC NNS [1.0]
ADJP|<CD-NN> ==> CD NN [1.0]
NP|<PP-NP-,> ==> PP NP|<NP-,> [1.0]
NP ==> ADJP NNP [1.62342933212E-4]
NP ==> PRP$ JJ [9.74057599273E-5]
NP ==> DT NNP [0.00779246079418]
VP ==> VBN VP|<PP-ADVP> [1.3816925734E-4]
VP ==> VBZ VP|<SBAR-SBAR> [1.3816925734E-4]
NP ==> NP S [6.16903146206E-4]
NP|<JJ-NN-POS> ==> JJ NP|<NN-POS> [1.0]
VP ==> CONJP VP|<VP-CONJP-VP-PRN> [6.90846286701E-5]
S|<PP-PP> ==> PP PP [1.0]
VP|<VBG-CC-VBG-NP> ==> VBG VP|<CC-VBG-NP> [1.0]
NP|<NNP-VBG> ==> NNP VBG [1.0]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP ==> NNP NP|<NN-NNP-NNP> [9.74057599273E-5]
NP|<,-CD-,-CD-CC-CD> ==> , NP|<CD-,-CD-CC-CD> [1.0]
NP ==> DT NP|<NN-CD-NN> [3.24685866424E-5]
PRN ==> , PRN|<CC-JJ-NN-,> [0.00334448160535]
PP ==> IN PP|<NP-,> [2.14546234714E-4]
NP ==> NNPS NP|<NNP-POS> [3.24685866424E-5]
NP|<NNP-NNP-CC-NNP-NNP> ==> NNP NP|<NNP-CC-NNP-NNP> [1.0]
S|<ADVP-,-NP-VP> ==> ADVP S|<,-NP-VP> [1.0]
S|<NP-VP-,-''> ==> NP S|<VP-,-''> [1.0]
NP ==> NN NP|<.-NNP> [3.24685866424E-5]
NP|<NNS-SBAR> ==> NNS SBAR [1.0]
VP ==> VBD VP|<PP-,-PP> [6.90846286701E-5]
ADVP=3 ==> RB NP [1.0]
NP ==> DT NP|<NNS-CC-NN-NNS> [3.24685866424E-5]
NP ==> NNP NP|<,-NNP-,-NNP-,-NNP-CC-NNP> [6.49371732848E-5]
NP ==> DT NP|<JJ-UCP-JJ-NN-NNS> [3.24685866424E-5]
S|<,-PP-,-NP-VP-.> ==> , S|<PP-,-NP-VP-.> [1.0]
S|<PRN-``-CC-S-.> ==> PRN S|<``-CC-S-.> [1.0]
S ==> ADJP SBAR [1.05630083448E-4]
NP ==> NNPS NNS [3.24685866424E-5]
NP|<,-NP-,-NP-,-NP-,-NP-,-NP-,-NP-CC-NP> ==> , NP|<NP-,-NP-,-NP-,-NP-,-NP-,-NP-CC-NP> [1.0]
S|<CC-SINV-.> ==> CC S|<SINV-.> [1.0]
VP ==> VP VP|<CC-VP-NP-PP> [6.90846286701E-5]
NP|<,-NP-NP-,-NP> ==> , NP|<NP-NP-,-NP> [1.0]
VP|<NP-PP-ADVP> ==> NP VP|<PP-ADVP> [1.0]
NP ==> DT NP|<VBN-JJ-NN-NN> [3.24685866424E-5]
NP ==> NP NP|<,-ADJP> [2.27280106497E-4]
VP ==> VBZ VP|<``-NP-''-PP-SBAR> [6.90846286701E-5]
NP ==> CD NP|<CC-JJR-NNS> [3.24685866424E-5]
NP ==> `` NP|<NP-''-PRN> [9.74057599273E-5]
NP|<PP-ADJP-,-VP> ==> PP NP|<ADJP-,-VP> [1.0]
ADJP ==> `` ADJP|<RB-VBN-''> [8.09061488673E-4]
VP ==> VBN VP|<NP-PP-``-PP> [6.90846286701E-5]
VP|<RB-ADJP-SBAR> ==> RB VP|<ADJP-SBAR> [1.0]
NP ==> DT NP|<JJ-NNS-CC-NN-NN> [3.24685866424E-5]
S ==> SBAR S|<,-NP-VP> [0.00390831308757]
SQ ==> NP VP [0.176470588235]
S|<NP-,-NP-VP-.-''> ==> NP S|<,-NP-VP-.-''> [1.0]
NP|<NNP-NNP-NNP-JJ-NN-NN-NN> ==> NNP NP|<NNP-NNP-JJ-NN-NN-NN> [1.0]
NP|<DT-NNP-CC-NNP-NN-NN-NNS> ==> DT NP|<NNP-CC-NNP-NN-NN-NNS> [1.0]
VP ==> JJ VP|<NP-PP> [2.0725388601E-4]
VP|<VBD-PP-SBAR> ==> VBD VP|<PP-SBAR> [1.0]
NP ==> JJ NP|<NN-NNS> [0.00461053930322]
VP|<ADVP-ADJP-,-ADVP-SBAR-PRN> ==> ADVP VP|<ADJP-,-ADVP-SBAR-PRN> [1.0]
NP|<NP-,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> ==> NP NP|<,-NP-,-NP-,-NP-,-NP-,-NP-,-CC-NP> [1.0]
S|<CC-NP-VP-.> ==> CC S|<NP-VP-.> [1.0]
SQ|<VP-ADJP> ==> VP ADJP [1.0]
NP|<NNP-NNPS-CC-NNP> ==> NNP NP|<NNPS-CC-NNP> [1.0]
NP|<NN-NN-NN-NN> ==> NN NP|<NN-NN-NN> [1.0]
S ==> S S|<,-''-NP-VP-.> [0.00147882116827]
FRAG ==> NP FRAG|<:-S-.> [0.0865384615385]
UCP|<,-ADVP-,-ADJP> ==> , UCP|<ADVP-,-ADJP> [1.0]
SQ|<``-NP-''-VP> ==> `` SQ|<NP-''-VP> [1.0]
NP ==> QP NP|<VBN-NNS> [9.74057599273E-5]
NX ==> NX PP [0.021897810219]
NP|<:-NP-:-NP-,-CC-NP> ==> : NP|<NP-:-NP-,-CC-NP> [1.0]
VP|<,-SBAR-,-PP> ==> , VP|<SBAR-,-PP> [1.0]
S|<:-CC-,-ADVP-,-S> ==> : S|<CC-,-ADVP-,-S> [1.0]
S ==> NP S|<NP-ADVP-VP> [1.05630083448E-4]
VP|<VBN-S-PP> ==> VBN VP|<S-PP> [1.0]
VP ==> VB VP|<S-SBAR> [5.52677029361E-4]
NP ==> DT NP [6.49371732848E-5]
VP ==> IN NP [6.90846286701E-5]
NP|<,-CD-,-CD-,-CD-,-CD-,-CD-CC-CD> ==> , NP|<CD-,-CD-,-CD-,-CD-,-CD-CC-CD> [1.0]
S ==> SBAR S|<NP-ADVP-VP-.> [1.05630083448E-4]
SINV|<S-,-''-VP-NP-PP-.> ==> S SINV|<,-''-VP-NP-PP-.> [1.0]
S ==> IN S|<NP-VP-.> [1.05630083448E-4]
ADJP|<ADJP-''-PP> ==> ADJP ADJP|<''-PP> [1.0]
NP ==> RB NNS [1.2987434657E-4]
NP ==> DT NP|<CD-NX> [3.24685866424E-5]
SINV ==> VBZ SINV|<NP-VP> [0.01]
VP ==> VBD VP|<ADJP-ADVP> [2.0725388601E-4]
VP|<NP-,-ADVP> ==> NP VP|<,-ADVP> [1.0]
NP|<VBN-CD-NN-NN> ==> VBN NP|<CD-NN-NN> [1.0]
NP|<,-NP> ==> , NP [1.0]
NP ==> DT NP|<NAC-NN-NN> [9.74057599273E-5]
NP ==> NP NP|<``-SBAR-,-''-PP> [3.24685866424E-5]
PP ==> PP PP|<PP-NP> [1.07273117357E-4]
VP ==> ADVP VP|<VBG-PP> [2.7633851468E-4]
ADVP ==> ADVP PRN [5.359056806E-4]
UCP ==> VP UCP|<CC-ADJP> [0.025641025641]
NP|<CD-VBN-NNS> ==> CD NP|<VBN-NNS> [1.0]
NP ==> DT NP|<ADJP-NNP> [1.2987434657E-4]
NP|<,-CD-CC-CD> ==> , NP|<CD-CC-CD> [1.0]
FRAG|<PP-:-S-.> ==> PP FRAG|<:-S-.> [1.0]
NP ==> JJ NP|<VBN-NN> [3.24685866424E-5]
VP|<ADJP-PP-PP> ==> ADJP VP|<PP-PP> [1.0]
PP|<NP-''> ==> NP '' [1.0]
VP ==> VBD VP|<NP-``-PP> [1.3816925734E-4]
NP|<CD-JJ-NN-NN> ==> CD NP|<JJ-NN-NN> [1.0]
S|<S-PRN-``-CC-S-.> ==> S S|<PRN-``-CC-S-.> [1.0]
S ==> ADVP S|<ADVP-,-NP-VP-.> [1.05630083448E-4]
NP ==> NP NP|<,-VP> [6.81840319491E-4]
NP|<NN-CC-NNS-NN> ==> NN NP|<CC-NNS-NN> [1.0]
NP|<``-NX-''-PRN> ==> `` NP|<NX-''-PRN> [1.0]
PRN|<NP-,-PP-> ==> NP PRN|<,-PP-> [1.0]
VP ==> ADVP VP|<VBN-NP-,-PP> [6.90846286701E-5]
NP|<CC-NNS-NN> ==> CC NP|<NNS-NN> [1.0]
NP ==> DT NP|<JJ-NN-CD> [3.24685866424E-5]
ADJP ==> NN ADJP|<RB-SBAR> [8.09061488673E-4]
NP|<:-NP-:-NP-:-NP-:-NP-,-CC-NP> ==> : NP|<NP-:-NP-:-NP-:-NP-,-CC-NP> [1.0]
NP|<JJ-NNP-JJ-NN> ==> JJ NP|<NNP-JJ-NN> [1.0]
NP ==> NNP NP|<NNP-NNP-NNS> [3.24685866424E-5]
PP|<RB-IN-NP> ==> RB PP|<IN-NP> [1.0]
VP ==> VBD VP|<SBAR-ADVP> [3.45423143351E-4]
VP ==> VBP VP|<NP-NP-PP> [1.3816925734E-4]
ADJP ==> RB ADJP|<RB-JJ> [0.00242718446602]
NP ==> NAC NNP [3.24685866424E-5]
NP ==> JJ NP|<NNS-S> [1.2987434657E-4]
PRN|<''-S-,-``> ==> '' PRN|<S-,-``> [1.0]
NP|<NNP-NNP-CD-NN> ==> NNP NP|<NNP-CD-NN> [1.0]
NP ==> NNP NP|<NNP-NNP-NNP-NNP-NNP> [1.62342933212E-4]
NP ==> PRP$ NP|<VBN-NN-NN-NN> [3.24685866424E-5]
VP ==> VB VP|<PP-PP> [0.00234887737478]
NP ==> DT NP|<NAC-,-NN-CC-NNS-NNS-NN> [3.24685866424E-5]
NP|<PP-S-.> ==> PP NP|<S-.> [1.0]
VP|<ADVP-NP> ==> ADVP NP [1.0]
S|<,-NP-PP-VP-.> ==> , S|<NP-PP-VP-.> [1.0]
NP ==> IN NP|<JJ-NN> [3.24685866424E-5]
NP|<JJ-QP-NNS> ==> JJ NP|<QP-NNS> [1.0]
VP|<VBG-NP> ==> VBG NP [1.0]
VP|<``-SBARQ-''> ==> `` VP|<SBARQ-''> [1.0]
NP|<,-ADJP-NNS> ==> , NP|<ADJP-NNS> [1.0]
NP ==> JJ NP|<CC-NN-NNS> [3.24685866424E-5]
NP|<NN-NN-''> ==> NN NP|<NN-''> [1.0]
NP ==> VBN NP|<NNP-JJ-NN> [3.24685866424E-5]
NP|<ADJP-PP> ==> ADJP PP [1.0]
VP|<''-NP-PP-PP> ==> '' VP|<NP-PP-PP> [1.0]
NP ==> NP NP|<:-NP-:-NP-:-NP> [6.49371732848E-5]
NP ==> NP NP|<``-NP-''> [3.24685866424E-5]
S|<CC-S-.> ==> CC S|<S-.> [1.0]
NP|<,-RB-NP-,> ==> , NP|<RB-NP-,> [1.0]
NP|<NNP-NN-VBG-NN-NN> ==> NNP NP|<NN-VBG-NN-NN> [1.0]
NP|<NP-QP> ==> NP QP [1.0]
NP|<NP-NP> ==> NP NP [1.0]
VP|<VBN-NP-PP-,-PP> ==> VBN VP|<NP-PP-,-PP> [1.0]
VP ==> VBD VP|<NP-PP> [0.0149913644214]
NP ==> NP NP|<CC-NP-PP> [1.94811519855E-4]
S ==> FRAG S|<,-NP-VP-.> [1.05630083448E-4]
S ==> `` S|<S-,-CC-S-.-''> [3.16890250343E-4]
NP ==> CD NP|<,-CD-,-CD-,-CD-,-CD-,-CD-CC-CD> [3.24685866424E-5]
NP ==> DT NP|<CD-JJ-NN-NN> [9.74057599273E-5]
VP ==> VB VP|<NP-:-S> [6.90846286701E-5]
WHNP ==> WRB RB [0.00266311584554]
FRAG ==> FRAG FRAG|<:-FRAG-:-FRAG> [0.00961538461538]
NP|<PRN-:> ==> PRN : [1.0]
S ==> ADVP S|<NP-,-NP-VP-.> [1.05630083448E-4]
NP|<,-NN-CC-NN-NNS-NN> ==> , NP|<NN-CC-NN-NNS-NN> [1.0]
PP|<PP-:> ==> PP : [1.0]
VP ==> VB VP|<SBAR-ADVP> [2.0725388601E-4]
S ==> CC S|<,-ADVP-,-NP-VP-.> [1.05630083448E-4]
VP|<PP-PP-ADVP> ==> PP VP|<PP-ADVP> [1.0]
VP|<NP-``-S> ==> NP VP|<``-S> [1.0]
NP|<SBAR-,-''-PP> ==> SBAR NP|<,-''-PP> [1.0]
NP|<CD-NNP-CD> ==> CD NP|<NNP-CD> [1.0]
PRN|<CC-WHNP-,> ==> CC PRN|<WHNP-,> [1.0]
SINV|<``-S-.> ==> `` SINV|<S-.> [1.0]
NP ==> NNP NP|<NNP-CC-NNP-POS> [3.24685866424E-5]
SQ|<RB-NP-VP> ==> RB SQ|<NP-VP> [1.0]
NP ==> NP NP|<:-NP-:-NP-:-NP-:-NP> [6.49371732848E-5]
S|<``-PP> ==> `` PP [1.0]
PP ==> PP PP|<:-JJ-ADVP-PP-:> [1.07273117357E-4]
VP ==> VBD VP|<NP-,-``-S> [1.3816925734E-4]
SBARQ ==> SBARQ SBARQ|<:-SBARQ-:-CC-SBARQ> [0.0357142857143]
VP ==> VBG VP|<PP-PP-PP> [6.90846286701E-5]
ADVP|<CC-NN> ==> CC NN [1.0]
FRAG ==> NP FRAG|<,-VP-,-NP> [0.00961538461538]
VP|<ADVP-VP-,-NP> ==> ADVP VP|<VP-,-NP> [1.0]
SINV ==> `` SINV|<S-,-''-VP-NP-.> [0.41]
NP ==> WP RB [3.24685866424E-5]
S|<S-CC-S-.> ==> S S|<CC-S-.> [1.0]
NP ==> NP NP|<JJ-NN-NNS> [1.94811519855E-4]
NP ==> DT NP|<NNP-JJ-NN> [4.22091626352E-4]
VP ==> VB VP|<NP-NP-,-S> [6.90846286701E-5]
ADJP|<,-ADJP-,-ADJP> ==> , ADJP|<ADJP-,-ADJP> [1.0]
SBAR|<,-SBAR> ==> , SBAR [1.0]
VP ==> VBD VP|<PP-:-PP> [6.90846286701E-5]
VP|<CC-FRAG> ==> CC FRAG [1.0]
VP ==> VBD VP|<NP-PP-S> [3.45423143351E-4]
PRN|<ADVP-,> ==> ADVP , [1.0]
PP ==> PP ADVP [2.14546234714E-4]
FRAG|<:-FRAG-:-FRAG-:-NP-:-FRAG-:-FRAG-:-FRAG-.> ==> : FRAG|<FRAG-:-FRAG-:-NP-:-FRAG-:-FRAG-:-FRAG-.> [1.0]
ADVP ==> IN DT [0.0037513397642]
SINV|<''-VP-NP-.-''> ==> '' SINV|<VP-NP-.-''> [1.0]
NP|<CC-JJR-NNS> ==> CC NP|<JJR-NNS> [1.0]
NP|<TO-NP> ==> TO NP [1.0]
ADJP|<,-JJ-,-JJ-CC-NN> ==> , ADJP|<JJ-,-JJ-CC-NN> [1.0]
VP ==> VP VP|<CC-PRN-VP> [1.3816925734E-4]
SBARQ|<SBAR-,-WHADVP-SQ-.> ==> SBAR SBARQ|<,-WHADVP-SQ-.> [1.0]
NP ==> ADVP NP|<DT-JJ-NN> [3.24685866424E-5]
VP|<CC-VB> ==> CC VB [1.0]
VP ==> VBG VP|<PRT-NP-PP> [2.0725388601E-4]
VP ==> VBD VP|<ADVP-ADJP-,-ADVP-SBAR-PRN> [6.90846286701E-5]
NP|<,-NNS-,-NNS-CC-NNS> ==> , NP|<NNS-,-NNS-CC-NNS> [1.0]
VP|<:-SBARQ> ==> : SBARQ [1.0]
VP ==> VBG VP|<NP-,-PP> [1.3816925734E-4]
SBARQ|<WHNP-SQ-.> ==> WHNP SBARQ|<SQ-.> [1.0]
PP|<NP-PP> ==> NP PP [1.0]
NP ==> NNP NP|<CC-NNP-NNP-NNP> [3.24685866424E-5]
NP|<NNP-``-NNS-''-NN> ==> NNP NP|<``-NNS-''-NN> [1.0]
NP ==> DT NNS [0.0176953797201]
VP|<PP-ADVP-PP> ==> PP VP|<ADVP-PP> [1.0]
S ==> PP S|<,-SBAR-,-NP-VP-.> [3.16890250343E-4]
VP|<VBG-NP-PP> ==> VBG VP|<NP-PP> [1.0]
NP|<NNP-NNP-CC-NNP-NNP-NNP> ==> NNP NP|<NNP-CC-NNP-NNP-NNP> [1.0]
NP ==> JJ NP|<NNS-CC-NN> [6.49371732848E-5]
NP|<ADJP-JJ-NN-NN> ==> ADJP NP|<JJ-NN-NN> [1.0]
VP|<PP-''-PP> ==> PP VP|<''-PP> [1.0]
NP ==> NP NP|<,-SBAR-,> [0.00285723562453]
S ==> PP S|<PRN-NP-VP-.> [0.00126756100137]
VP ==> VP VP|<CC-``-VP> [6.90846286701E-5]
VP ==> VBZ VP|<NP-VP> [6.90846286701E-5]
NP|<NN-NNS-NN-NN> ==> NN NP|<NNS-NN-NN> [1.0]
FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> FRAG FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
VP ==> VBN VP|<ADVP-ADVP> [6.90846286701E-5]
FRAG ==> NP FRAG|<:-NP-VP-.> [0.00961538461538]
VP ==> VB VP|<PRT-S> [1.3816925734E-4]
UCP ==> NN UCP|<CC-JJ> [0.0512820512821]
NP|<NNS-NN-,-NN-CC-NN-NN-NNS> ==> NNS NP|<NN-,-NN-CC-NN-NN-NNS> [1.0]
VP ==> VBD VP|<ADJP-PP-SBAR> [6.90846286701E-5]
NP ==> NNP NP|<CC-JJ-NNS> [3.24685866424E-5]
S ==> CC S|<PRN-S-CC-S-.> [1.05630083448E-4]
VP|<,-CC-NP> ==> , VP|<CC-NP> [1.0]
NP ==> JJ NP|<NN-S> [1.94811519855E-4]
NP ==> NP NP|<:-CC-NP-:> [3.24685866424E-5]
NP|<NNP-JJ-NN-NNS> ==> NNP NP|<JJ-NN-NNS> [1.0]
NP ==> NNP NP|<NNP-:> [9.74057599273E-5]
NP ==> DT NP|<NN-JJ-NNS> [3.24685866424E-5]
NP|<,-ADJP-NNP-NNS> ==> , NP|<ADJP-NNP-NNS> [1.0]
S|<S-,-''-NP-VP-.> ==> S S|<,-''-NP-VP-.> [1.0]
PP ==> IN PP|<ADVP-S> [1.07273117357E-4]
ADVP ==> IN ADVP|<NP-PP> [5.359056806E-4]
NP|<NP-,-NP> ==> NP NP|<,-NP> [1.0]
NP|<,-NNP-NNP-CC-NNP> ==> , NP|<NNP-NNP-CC-NNP> [1.0]
VP ==> VB VP|<NP-SBAR-PRN> [6.90846286701E-5]
FRAG|<,-RB-NP> ==> , FRAG|<RB-NP> [1.0]
ADVP ==> NP PRN [5.359056806E-4]
SINV|<SINV-,-SINV-.> ==> SINV SINV|<,-SINV-.> [1.0]
VP ==> VBN VP|<S-PP-,-PP> [6.90846286701E-5]
NP ==> NP NP|<,-NP-SBAR-,> [3.24685866424E-5]
NP|<CD--NN-> ==> CD NP|<-NN-> [1.0]
NP|<NP-:-NP-:-NP-:-NP-:-CC-NP> ==> NP NP|<:-NP-:-NP-:-NP-:-CC-NP> [1.0]
QP|<NNS-TO-$-CD> ==> NNS QP|<TO-$-CD> [1.0]
NP ==> NP NP|<-NP-> [3.24685866424E-5]
SQ|<NP-VP-ADJP> ==> NP SQ|<VP-ADJP> [1.0]
NP|<CD-VBG-JJ-NNS> ==> CD NP|<VBG-JJ-NNS> [1.0]
PP ==> VBN PP [0.00407637845956]
NP|<PRN-,-NP-,> ==> PRN NP|<,-NP-,> [1.0]
NP|<ADJP-NN-NN-NN> ==> ADJP NP|<NN-NN-NN> [1.0]
S ==> `` S|<NP-VP> [4.22520333791E-4]
ADJP ==> JJ ADJP|<RB-SBAR> [8.09061488673E-4]
ADVP|<IN-DT-JJ> ==> IN ADVP|<DT-JJ> [1.0]
NP|<PP-,-NP-,-ADJP-,-VP-.> ==> PP NP|<,-NP-,-ADJP-,-VP-.> [1.0]
NP ==> RB NP|<DT-JJ> [3.24685866424E-5]
VP ==> VBP PP [0.00594127806563]
VP|<''-NP-PP> ==> '' VP|<NP-PP> [1.0]
S|<,-VP> ==> , VP [1.0]
NP ==> NNPS : [3.24685866424E-5]
NP|<UCP-,> ==> UCP , [1.0]
PP ==> IN FRAG [1.07273117357E-4]
NP|<,-PRN> ==> , PRN [1.0]
ADJP ==> $ ADJP|<JJ--NONE-> [0.00566343042071]
NP ==> NP SBAR [0.018701905906]
ADVP ==> RB JJR [0.0048231511254]
NP|<DT-NNP-NN-NN> ==> DT NP|<NNP-NN-NN> [1.0]
VP|<PP-NP> ==> PP NP [1.0]
NP|<DT-QP--NONE-> ==> DT NP|<QP--NONE-> [1.0]
NP|<``-NNS-CC-NNS> ==> `` NP|<NNS-CC-NNS> [1.0]
NP|<NP-,-ADVP-NP-,> ==> NP NP|<,-ADVP-NP-,> [1.0]
S ==> ADVP S|<PRN-SBAR-,-NP-VP-.> [1.05630083448E-4]
S ==> PP S|<,-PP-,-NP-VP-.> [5.28150417239E-4]
PP ==> IN UCP [2.14546234714E-4]
S|<``-ADVP-ADVP-VP> ==> `` S|<ADVP-ADVP-VP> [1.0]
VP|<NP-PP-``-PP> ==> NP VP|<PP-``-PP> [1.0]
NP ==> DT NP|<ADJP-NN-NN> [4.22091626352E-4]
SINV|<ADVP-VP-NP-PP-,-S> ==> ADVP SINV|<VP-NP-PP-,-S> [1.0]
NP|<VP-SBAR-,> ==> VP NP|<SBAR-,> [1.0]
S|<NP-ADVP-VP> ==> NP S|<ADVP-VP> [1.0]
NP|<DT-JJ-NNP-NN-NN> ==> DT NP|<JJ-NNP-NN-NN> [1.0]
NP ==> NNP NP|<DT-NNP> [6.49371732848E-5]
NP|<,-RB-NP> ==> , NP|<RB-NP> [1.0]
SINV|<,-''-VP-NP-,-S-.> ==> , SINV|<''-VP-NP-,-S-.> [1.0]
NP|<``-SBAR> ==> `` SBAR [1.0]
S|<VP-:> ==> VP : [1.0]
NP ==> DT NP|<``-NNP-NNP-NNP-''-NNP> [3.24685866424E-5]
NP ==> DT NP|<NN-CC-RB> [3.24685866424E-5]
VP ==> VBN NP [0.0189291882556]
NP ==> DT NP|<NNP-JJ-NNS-NN> [3.24685866424E-5]
VP|<NP-ADVP|PRT-PP> ==> NP VP|<ADVP|PRT-PP> [1.0]
NP ==> JJ NP|<NNS-SBAR> [3.24685866424E-5]
NX|<NX-,-NX> ==> NX NX|<,-NX> [1.0]
NP|<,-NNS> ==> , NNS [1.0]
VP|<NP-SINV> ==> NP SINV [1.0]
FRAG|<:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> : FRAG|<FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP|<JJ-IN-NP> ==> JJ NP|<IN-NP> [1.0]
NP ==> DT NP|<NNP-NNP-CD> [3.24685866424E-5]
NP ==> NN NNS [0.0139939608429]
NP|<NNP-NN-NN-NNS> ==> NNP NP|<NN-NN-NNS> [1.0]
NP ==> NN NP|<NN-NNP-NNPS-NNP> [3.24685866424E-5]
VP|<RB-ADJP-NP-S> ==> RB VP|<ADJP-NP-S> [1.0]
NP ==> NNS NX [3.24685866424E-5]
NP ==> DT NP|<JJR-NNP-CD-NN> [3.24685866424E-5]
NP|<NN-NN-CC-NN-NN-NN> ==> NN NP|<NN-CC-NN-NN-NN> [1.0]
ADVP|<RB-CC-RB> ==> RB ADVP|<CC-RB> [1.0]
NP ==> VB NP|<NN-NNS> [3.24685866424E-5]
NP ==> NP NP|<,-NP-,-CONJP-NP-CC-,-PP-,-NP> [3.24685866424E-5]
NP|<,-NNP-,-NNP-NNP> ==> , NP|<NNP-,-NNP-NNP> [1.0]
ADVP ==> RB ADVP|<JJ-PP> [5.359056806E-4]
SINV ==> VP SINV|<VP-NP-.> [0.01]
S|<''-NP-VP-.> ==> '' S|<NP-VP-.> [1.0]
SINV|<SINV-.> ==> SINV . [1.0]
VP ==> VBN VP|<NP-PP-,-SBAR> [2.7633851468E-4]
ADJP ==> RB ADJP|<``-JJ-CC-JJ-''> [8.09061488673E-4]
NP|<NNP-NNP-NN-S> ==> NNP NP|<NNP-NN-S> [1.0]
ADJP ==> CD NNS [8.09061488673E-4]
VP|<ADVP-,-PP-:-S> ==> ADVP VP|<,-PP-:-S> [1.0]
NP ==> NP NP|<,-NP-,-''> [6.49371732848E-5]
NP|<NN-,> ==> NN , [1.0]
VP ==> VBD VP|<S-ADVP-,-FRAG-,-PP> [6.90846286701E-5]
PP ==> PP PP|<:-PP-:-PP-:-CC-PP> [1.07273117357E-4]
FRAG ==> INTJ FRAG|<,-NP> [0.00961538461538]
NP|<NNP-CC-NNP-POS> ==> NNP NP|<CC-NNP-POS> [1.0]
S ==> S S|<ADVP-VP> [3.16890250343E-4]
